Scientific name	Epithet	Kingdom	Phylum	Class	Order	Family	Genus	Species
Chironia centaurium	centaurium	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Chironia	Chironia centaurium
Gentianella lineata	lineata	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentianella	Gentianella lineata
Gentiana ampla	ampla	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentiana	Gentiana ampla
Gentiana douglasii	douglasii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentiana	Gentiana douglasii
Ichnocarpus ovatifolius	ovatifolius	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Ichnocarpus	Ichnocarpus ovatifolius
Lomatogoniopsis alpina	alpina	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Lomatogoniopsis	Lomatogoniopsis alpina
Wrightia lecomtei	lecomtei	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Wrightia	Wrightia lecomtei
Schultesia hassleriana	hassleriana	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Schultesia	Schultesia hassleriana
Gonolobus albiflorus	albiflorus	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Gonolobus	Gonolobus albiflorus
Voyria tenuiflora	tenuiflora	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Voyria	Voyria tenuiflora
Gentiana clusii clusii	clusii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentiana	Gentiana clusii
Fagraea pendula	pendula	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Loganiaceae	Fagraea	Fagraea pendula
Allamanda puberula gardneri	puberula	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Allamanda	Allamanda puberula
Anacampta congesta	congesta	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Anacampta	Anacampta congesta
Aspidosperma quadriovulatum	quadriovulatum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Aspidosperma	Aspidosperma quadriovulatum
Apocynum sarniense	sarniense	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Apocynum	Apocynum sarniense
Funastrum fragile	fragile	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Funastrum	Funastrum fragile
Gentiana plebeja	plebeja	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentianella	Gentianella amarella
Gentiana tonkinensis	tonkinensis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentiana	Gentiana tonkinensis
Hoya pentaphlebia	pentaphlebia	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Hoya	Hoya pentaphlebia
Kixia macgregori	macgregori	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Kixia	Kixia macgregori
Cynanchum tenellum	tenellum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Cynanchum	Cynanchum tenellum
Macrosiphonia wrightii	wrightii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Macrosiphonia	Macrosiphonia wrightii
Forsteronia elachista	elachista	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Forsteronia	Forsteronia elachista
Labordia		Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Loganiaceae	Labordia	
Cynanchum utriculosum	utriculosum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Cynanchum	Cynanchum utriculosum
Plumeria sucuuba	sucuuba	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Plumeria	Plumeria sucuuba
Rauvolfia duckei	duckei	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Rauvolfia	Rauvolfia duckei
Spigelia persicarioides insularis	persicarioides	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Loganiaceae	Spigelia	Spigelia persicarioides
Spigelia sessilifolia	sessilifolia	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Loganiaceae	Spigelia	Spigelia sessilifolia
Ditassa consanguinea	consanguinea	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Ditassa	Ditassa consanguinea
Ceropegia exigua	exigua	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Ceropegia	Ceropegia exigua
Marsdenia thyrsiflora	thyrsiflora	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Marsdenia	Marsdenia thyrsiflora
Marsdenia gonoloboides	gonoloboides	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Marsdenia	Marsdenia gonoloboides
Ochrosia newelliana	newelliana	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Ochrosia	Ochrosia newelliana
Vincetoxicum rossicum	rossicum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Cynanchum	Cynanchum rossicum
Secamone pachyphylla	pachyphylla	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Secamone	Secamone pachyphylla
Gentianella maddeni	maddeni	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentianella	Gentianella maddeni
Cynanchum rauhianum	rauhianum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Cynanchum	Cynanchum rauhianum
Matelea harlingii	harlingii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Matelea	Matelea harlingii
Exacum nummularifolium	nummularifolium	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Exacum	Exacum nummularifolium
Poacynum pictum	pictum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Poacynum	Poacynum pictum
Cynanchum sieboldi	sieboldi	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Cynanchum	Cynanchum sieboldi
Swertia dimorpha	dimorpha	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Swertia	Swertia dimorpha
Logania spermacocea	spermacocea	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Loganiaceae	Logania	Logania spermacocea
Plumiera		Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Plumiera	
Frasera neglecta	neglecta	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Frasera	Frasera neglecta
Echites salicifolius	salicifolius	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Echites	Echites salicifolius
Dasistepha asclepiadea	asclepiadea	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Dasistepha	Dasistepha asclepiadea
Gentianella filipes	filipes	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentianella	Gentianella filipes
Genianthus subpeltatus	subpeltatus	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Genianthus	Genianthus subpeltatus
Strophanthus sarmentosus sarmentosus	sarmentosus	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Strophanthus	Strophanthus sarmentosus
Gentiana altigena	altigena	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentiana	Gentiana altigena
Toxocarpus auriculatus	auriculatus	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Toxocarpus	Toxocarpus auriculatus
Toxocarpus decaryi	decaryi	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Toxocarpus	Toxocarpus decaryi
Ancylobothrys robusta	robusta	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Ancylobothrys	Ancylobothrys robusta
Lisianthus arboreus	arboreus	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Lisianthus	Lisianthus arboreus
Logania longifolia	longifolia	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Loganiaceae	Logania	Logania longifolia
Aripuana cullmaniorum	cullmaniorum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Aripuana	Aripuana cullmaniorum
Acokanthera venenata	venenata	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Acokanthera	Acokanthera venenata
Chonemorpha mollis	mollis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Chonemorpha	Chonemorpha mollis
Aspidosperma nobile	nobile	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Aspidosperma	Aspidosperma nobile
Gonolobus lachnostomoides	lachnostomoides	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Gonolobus	Gonolobus lachnostomoides
Mandevilla eximia	eximia	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Mandevilla	Mandevilla eximia
Metastelma decaisneanum	decaisneanum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Cynanchum	Cynanchum grisebachianum
Strychnos brasiliensis selloana	brasiliensis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Loganiaceae	Strychnos	Strychnos brasiliensis
Tabernaemontana albiflora	albiflora	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Tabernaemontana	Tabernaemontana albiflora
Dipladenia polymorpha	polymorpha	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Dipladenia	Dipladenia polymorpha
Ditassa grazielae	grazielae	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Ditassa	Ditassa grazielae
Funastrum seibertii	seibertii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Funastrum	Funastrum seibertii
Gentiana helleri	helleri	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentiana	Gentiana helleri
Gentiana tradescantiifolia	tradescantiifolia	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentiana	Gentiana tradescantiifolia
Macroditassa		Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Macroditassa	
Allamanda hendersonii	hendersonii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Allamanda	Allamanda hendersonii
Spigelia asperifolia	asperifolia	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Loganiaceae	Spigelia	Spigelia asperifolia
Mesechites sanctae-crucis	sanctae-crucis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Mesechites	Mesechites sanctae-crucis
Tweedia australis	australis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Tweedia	Tweedia australis
Tachia parviflora	parviflora	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Tachia	Tachia parviflora
Gentiana kurroo	kurroo	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentiana	Gentiana kurroo
Blepharodon nitidus	nitidus	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Blepharodon	Blepharodon nitidus
Huernia nigeriana	nigeriana	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Huernia	Huernia nigeriana
Exacum		Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Exacum	
Calolisianthus pulcherrimus	pulcherrimus	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Calolisianthus	Calolisianthus pulcherrimus
Canscora lancifolia	lancifolia	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Canscora	Canscora lancifolia
Gonolobus billbergianus	billbergianus	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Gonolobus	Gonolobus billbergianus
Prestonia parvifolia	parvifolia	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Prestonia	Prestonia parvifolia
Ochrosia holei	holei	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Ochrosia	Ochrosia compta
Wrightia hanleyi	hanleyi	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Wrightia	Wrightia hanleyi
Vincetoxicum hirundinaria stepposum	hirundinaria	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Cynanchum	Cynanchum vincetoxicum
Dischidia lanceolata	lanceolata	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Dischidia	Dischidia lanceolata
Dischidia irosinensis	irosinensis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Dischidia	Dischidia irosinensis
Ectadiopsis		Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Ectadiopsis	
Gomphocarpus affinis	affinis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Gomphocarpus	Gomphocarpus affinis
Echites lucidus	lucidus	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Echites	Echites lucidus
Gentiana centaurium	centaurium	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentiana	Gentiana centaurium
Gentiana tizuensis	tizuensis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentiana	Gentiana tizuensis
Anechites nerium	nerium	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Anechites	Anechites nerium
Cynanchum planiflorum	planiflorum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Cynanchum	Cynanchum planiflorum
Caralluma pseudonebrownii	pseudonebrownii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Caralluma	Caralluma pseudonebrownii
Carissa richardiana	richardiana	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Carissa	Carissa richardiana
Curtia patula	patula	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Curtia	Curtia patula
Cynanchum ophiticola	ophiticola	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Cynanchum	Cynanchum ophiticola
Sebaea membranacea	membranacea	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Sebaea	Sebaea membranacea
Gentiana inaequicalyx	inaequicalyx	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentiana	Gentiana inaequicalyx
Kopsia rajangensis	rajangensis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Kopsia	Kopsia rajangensis
Macrocarpaea subsessilis	subsessilis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Macrocarpaea	Macrocarpaea subsessilis
Rauvolfia mauiensis	mauiensis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Rauvolfia	Rauvolfia sandwicensis
Tabernaemontana sralensis	sralensis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Tabernaemontana	Tabernaemontana sralensis
Gonolobus littoralis	littoralis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Gonolobus	Gonolobus littoralis
Secamone salicifolia	salicifolia	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Secamone	Secamone salicifolia
Orchipeda papuana	papuana	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Orchipeda	Orchipeda papuana
Gentianella soratensis	soratensis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentianella	Gentianella soratensis
Gonolobus dasystephanus	dasystephanus	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Gonolobus	Gonolobus dasystephanus
Metastelma campanulatum	campanulatum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Metastelma	Metastelma campanulatum
Ambelania		Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Ambelania	
Spigelia chiapensis	chiapensis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Loganiaceae	Spigelia	Spigelia chiapensis
Urceola elastica	elastica	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Urceola	Urceola elastica
Gentiana multicaulis	multicaulis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentiana	Gentiana multicaulis
Anartia cerea	cerea	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Anartia	Anartia cerea
Tabernaemontana angolensis	angolensis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Tabernaemontana	Tabernaemontana angolensis
Odontadenia augusta	augusta	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Odontadenia	Odontadenia augusta
Tabernaemontana concinna	concinna	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Tabernaemontana	Tabernaemontana concinna
Fagraea muelleri	muelleri	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Loganiaceae	Fagraea	Fagraea muelleri
Vallesia chiococcoides	chiococcoides	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Vallesia	Vallesia chiococcoides
Strychnos pentantha	pentantha	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Loganiaceae	Strychnos	Strychnos pentantha
Gabunia		Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Gabunia	
Cynanchum contiguum	contiguum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Cynanchum	Cynanchum contiguum
Crawfurdia sessiliflora	sessiliflora	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Crawfurdia	Crawfurdia sessiliflora
Piaranthus atrosanguineus	atrosanguineus	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Piaranthus	Piaranthus atrosanguineus
Cynanchum roulinioides	roulinioides	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Cynanchum	Cynanchum roulinioides
Oxypetalum tubatum	tubatum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Oxypetalum	Oxypetalum tubatum
Strychnos rufa	rufa	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Loganiaceae	Strychnos	Strychnos rufa
Apocynum hastatum	hastatum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Apocynum	Apocynum hastatum
Chironia trinervia	trinervia	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Chironia	Chironia trinervia
Glossostelma rusapense	rusapense	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Glossostelma	Glossostelma rusapense
Ambelania tenuiflora tenuiramea	tenuiflora	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Ambelania	Ambelania tenuiflora
Blepharodon hatschbachii	hatschbachii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Blepharodon	Blepharodon hatschbachii
Crawfurdia luzoniensis	luzoniensis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Crawfurdia	Crawfurdia luzoniensis
Gentianella hookeri	hookeri	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentianella	Gentianella hookeri
Hancornia pubescens gardneri	pubescens	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Hancornia	Hancornia pubescens
Marsdenia neriifolia	neriifolia	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Marsdenia	Marsdenia neriifolia
Oxypetalum albicans	albicans	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Oxypetalum	Oxypetalum albicans
Dipladenia mollis	mollis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Dipladenia	Dipladenia mollis
Exolobus patens	patens	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Exolobus	Exolobus patens
Halenia penduliflora	penduliflora	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Halenia	Halenia penduliflora
Hoya mengtzeensis	mengtzeensis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Hoya	Hoya mengtzeensis
Labordia tinifolia waialuana	tinifolia	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Loganiaceae	Labordia	Labordia tinifolia
Lisianthus viscidiflorus	viscidiflorus	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Lisianthus	Lisianthus viscidiflorus
Philibertia ervendbergii	ervendbergii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Philibertia	Philibertia ervendbergii
Halenia aquilegiella	aquilegiella	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Halenia	Halenia aquilegiella
Strychnos ecuadoriensis	ecuadoriensis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Loganiaceae	Strychnos	Strychnos ecuadoriensis
Tabernaemontana pubituba	pubituba	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Tabernaemontana	Tabernaemontana pubituba
Voacanga pachyceras	pachyceras	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Voacanga	Voacanga pachyceras
Gonolobus gonoloboides	gonoloboides	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Gonolobus	Gonolobus gonoloboides
Symbolanthus sessilis	sessilis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Symbolanthus	Symbolanthus sessilis
Geniostemon schaffneri	schaffneri	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Geniostemon	Geniostemon schaffneri
Swertia wellbyi	wellbyi	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Swertia	Swertia wellbyi
Couma caurensis	caurensis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Couma	Couma caurensis
Cynanchum stenophyllum	stenophyllum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Cynanchum	Cynanchum stenophyllum
Echites laurentiae-disca	laurentiae-disca	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Echites	Echites laurentiae-disca
Metaplexis hemsleyana	hemsleyana	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Metaplexis	Metaplexis hemsleyana
Strychnos malchairi	malchairi	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Loganiaceae	Strychnos	Strychnos malchairi
Strychnos cuminodora	cuminodora	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Loganiaceae	Strychnos	Strychnos cuminodora
Caralluma crenulata	crenulata	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Caralluma	Caralluma crenulata
Gymnema trinerve	trinerve	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Gymnema	Gymnema trinerve
Neuburgia moluccana	moluccana	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Loganiaceae	Neuburgia	Neuburgia moluccana
Cynanchum carnosum	carnosum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Cynanchum	Cynanchum carnosum
Cerbera forsteri	forsteri	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Cerbera	Cerbera forsteri
Gentiana pyramidalis	pyramidalis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentiana	Gentiana pyramidalis
Sebaea transvaalensis	transvaalensis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Sebaea	Sebaea transvaalensis
Ceropegia loranthiflora	loranthiflora	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Ceropegia	Ceropegia loranthiflora
Catharanthus pusillus	pusillus	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Catharanthus	Catharanthus pusillus
