Scientific name	Epithet	Kingdom	Phylum	Class	Order	Family	Genus	Species
Stathmostelma spectabile	spectabile	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Stathmostelma	Stathmostelma spectabile
Halenia jamesonii	jamesonii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Halenia	Halenia jamesonii
Gentiana lutescens	lutescens	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentiana	Gentiana lutescens
Haemax massonii	massonii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Haemax	Haemax massonii
Gentianella scarlatina	scarlatina	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentianella	Gentianella scarlatina
Allamanda cathartica hendersonii	cathartica	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Allamanda	Allamanda cathartica
Centaurium davyi	davyi	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Centaurium	Centaurium davyi
Asclepias lanceolata flaviflora	lanceolata	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Asclepias	Asclepias lanceolata
Baissea tenuiloba	tenuiloba	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Baissea	Baissea tenuiloba
Symbolanthus huachamacariensis	huachamacariensis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Symbolanthus	Symbolanthus huachamacariensis
Matelea dusenii	dusenii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Matelea	Matelea dusenii
Morrenia scalae	scalae	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Morrenia	Morrenia scalae
Morrenia		Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Morrenia	
Spigelia andina	andina	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Loganiaceae	Spigelia	Spigelia andina
Hoya dischorensis	dischorensis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Hoya	Hoya dischorensis
Hoya glabra	glabra	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Hoya	Hoya glabra
Hoya rhodostemma	rhodostemma	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Hoya	Hoya rhodostemma
Asclepias fragrans	fragrans	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Asclepias	Asclepias fragrans
Merrillanthus		Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Merrillanthus	
Rhabdadenia polyneura	polyneura	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Rhabdadenia	Rhabdadenia polyneura
Haplophyton cimicidum crooksii	cimicidum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Haplophyton	Haplophyton crooksii
Taberna disparifolia	disparifolia	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Taberna	Taberna disparifolia
Trachelospermum navillei	navillei	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Trachelospermum	Trachelospermum navillei
Asclepias syriaca leucantha	syriaca	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Asclepias	Asclepias syriaca
Marsdenia rubicunda	rubicunda	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Marsdenia	Marsdenia rubicunda
Stapelia divaricata	divaricata	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Stapelia	Stapelia divaricata
Strophanthus eminii	eminii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Strophanthus	Strophanthus eminii
Gentianella silenoides	silenoides	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentianella	Gentianella silenoides
Excavatia vitiensis	vitiensis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Excavatia	Excavatia vitiensis
Centaurium beyrichii beyrichii	beyrichii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Centaurium	Centaurium beyrichii
Stapelia vetula	vetula	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Stapelia	Stapelia vetula
Frasera		Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Frasera	
Gentiana rigidifolia	rigidifolia	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentiana	Gentiana rigidifolia
Dalzielia oblanceolata	oblanceolata	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Dalzielia	Dalzielia oblanceolata
Caralluma awdeliana	awdeliana	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Caralluma	Caralluma awdeliana
Symbolanthus tricolor	tricolor	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Symbolanthus	Symbolanthus tricolor
Gentiana suborbisepala	suborbisepala	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentiana	Gentiana suborbisepala
Gentiana reticulata	reticulata	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentiana	Gentiana reticulata
Gentiana kurtzii	kurtzii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentiana	Gentiana kurtzii
Hoya crassicaulis	crassicaulis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Hoya	Hoya crassicaulis
Swertia columbiana	columbiana	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Frasera	Frasera albicaulis
Matelea belizensis	belizensis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Matelea	Matelea belizensis
Matelea floresii	floresii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Matelea	Matelea floresii
Matelea klugii	klugii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Matelea	Matelea klugii
Matelea riparia	riparia	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Matelea	Matelea riparia
Metastelma longicoronatum	longicoronatum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Metastelma	Metastelma longicoronatum
Logania minor	minor	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Loganiaceae	Logania	Logania minor
Oxypetalum boliviense	boliviense	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Oxypetalum	Oxypetalum boliviense
Oxypetalum warmingii	warmingii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Oxypetalum	Oxypetalum warmingii
Frasera nitida cusickii	nitida	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Frasera	Frasera albicaulis
Pherotrichis		Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Pherotrichis	
Stathmostelma rhacodes	rhacodes	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Stathmostelma	Stathmostelma rhacodes
Strychnos bredemeyeri	bredemeyeri	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Loganiaceae	Strychnos	Strychnos bredemeyeri
Tabernaemontana amplifolia	amplifolia	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Tabernaemontana	Tabernaemontana amplifolia
Tassadia ivonae	ivonae	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Tassadia	Tassadia ivonae
Marsdenia araujacea	araujacea	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Marsdenia	Marsdenia araujacea
Alyxia floribunda	floribunda	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Alyxia	Alyxia floribunda
Cynanchum eggersii	eggersii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Cynanchum	Cynanchum eggersii
Schultesia peckiana	peckiana	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Schultesia	Schultesia peckiana
Stemmadenia macrantha	macrantha	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Stemmadenia	Stemmadenia macrantha
Pergularia angustiloba	angustiloba	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Pergularia	Pergularia angustiloba
Asclepias fournieri	fournieri	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Asclepias	Asclepias fournieri
Vallesia mexicana	mexicana	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Vallesia	Vallesia mexicana
Labordia hymenopoda	hymenopoda	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Loganiaceae	Labordia	Labordia sessilis
Lepinia solomonensis	solomonensis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Lepinia	Lepinia solomonensis
Gonolobus unifarius	unifarius	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Gonolobus	Gonolobus unifarius
Brachystelma laevigatum	laevigatum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Brachystelma	Brachystelma laevigatum
Rauvolfia volkensii	volkensii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Rauvolfia	Rauvolfia volkensii
Caralluma swanepoelii	swanepoelii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Caralluma	Caralluma swanepoelii
Funastrum cynanchoides hartwegii	cynanchoides	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Funastrum	Funastrum cynanchoides
Dischidia collyris	collyris	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Dischidia	Dischidia collyris
Hoya shepherdi	shepherdi	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Hoya	Hoya shepherdi
Dischidia fruticulosa	fruticulosa	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Dischidia	Dischidia fruticulosa
Asclepias tenuissima	tenuissima	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Asclepias	Asclepias tenuissima
Stapelia maculosa	maculosa	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Stapelia	Stapelia maculosa
Asclepiodora feayi	feayi	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Asclepiodora	Asclepiodora feayi
Coelostylis texana	texana	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Loganiaceae	Spigelia	Coelostylis texana
Ichnocarpus oliganthus	oliganthus	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Ichnocarpus	Ichnocarpus oliganthus
Malouetia lanceolata	lanceolata	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Malouetia	Malouetia lanceolata
Marsdenia parvifolia	parvifolia	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Marsdenia	Marsdenia parvifolia
Prestonia macrocarpa	macrocarpa	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Prestonia	Prestonia macrocarpa
Rothrockia fruticosa	fruticosa	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Rothrockia	Rothrockia fruticosa
Spigelia leiocarpa	leiocarpa	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Loganiaceae	Spigelia	Spigelia leiocarpa
Metastelma hamatum	hamatum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Metastelma	Metastelma hamatum
Spigelia glabrata	glabrata	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Loganiaceae	Spigelia	Spigelia glabrata
Swertia schliebenii	schliebenii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Swertia	Swertia schliebenii
Gentiana prolata	prolata	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentiana	Gentiana prolata
Cynanchum verticillatum	verticillatum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Cynanchum	Cynanchum verticillatum
Echites hypoleucus	hypoleucus	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Echites	Echites hypoleucus
Gentianella amarella sandiana	amarella	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentianella	Gentianella amarella
Enicostema latilobum	latilobum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Enicostema	Enicostema axillare
Swertia striata	striata	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Swertia	Swertia striata
Gentianella kuntzei	kuntzei	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentianella	Gentianella kuntzei
Parahancornia		Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Parahancornia	
Apocynum androsaemifolium glabrum	androsaemifolium	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Apocynum	Apocynum androsaemifolium
Apocynum sibiricum salignum	sibiricum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Apocynum	Apocynum cannabinum
Frerea indica	indica	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Caralluma	Frerea indica
Strychnos esquirolii	esquirolii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Loganiaceae	Strychnos	Strychnos esquirolii
Cynanchum atratum atratum	atratum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Cynanchum	Cynanchum atratum
Allowoodsonia whitmorei	whitmorei	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Allowoodsonia	Allowoodsonia whitmorei
Zeltnera multicaulis	multicaulis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Zeltnera	Zeltnera multicaulis
Gentiana occidentalis aragonensis	occidentalis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentiana	Gentiana occidentalis
Gentianella multicaulis	multicaulis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentianella	Gentianella multicaulis
Leiphaimos aphylla	aphylla	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Voyria	Voyria aphylla
Lisianthius chelonoides	chelonoides	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Lisianthius	Lisianthius chelonoides
Huernia pendula	pendula	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Huernia	Huernia pendula
Asclepias purpusii	purpusii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Asclepias	Asclepias purpusii
Biondia chinensis	chinensis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Biondia	Biondia chinensis
Ervatamia repeunsis	repeunsis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Ervatamia	Ervatamia repeunsis
Geniostoma dictyoneurum	dictyoneurum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Loganiaceae	Geniostoma	Geniostoma dictyoneurum
Gentiana pubigera	pubigera	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentiana	Gentiana pubigera
Holostemma sinense	sinense	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Holostemma	Holostemma sinense
Hoya thomsonii	thomsonii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Hoya	Hoya thomsonii
Spigelia mexicana	mexicana	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Loganiaceae	Spigelia	Spigelia mexicana
Larryleachia cactiformis	cactiformis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Larryleachia	Larryleachia cactiformis
Gentiana iseana	iseana	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentiana	Gentiana iseana
Carissa diffusa	diffusa	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Carissa	Carissa diffusa
Gentianella cyananthiflora	cyananthiflora	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentianella	Gentianella cyananthiflora
Apocynum medium floribundum	medium	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Apocynum	Apocynum floribundum
Tabernaemontana myriantha	myriantha	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Tabernaemontana	Tabernaemontana myriantha
Urechites lutea sericea	lutea	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Pentalinon	Pentalinon luteum
Chironia tabularis	tabularis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Chironia	Chironia tabularis
Geissospermum vellosii	vellosii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Geissospermum	Geissospermum vellosii
Mandevilla bracteata	bracteata	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Mandevilla	Mandevilla bracteata
Carruthersia scandens	scandens	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Carruthersia	Carruthersia scandens
Ceropegia lucida	lucida	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Ceropegia	Ceropegia lucida
Matelea standleyana	standleyana	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Matelea	Matelea standleyana
Strychnos asterantha	asterantha	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Loganiaceae	Strychnos	Strychnos asterantha
Apocynum cordifolium	cordifolium	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Apocynum	Apocynum cordifolium
Asclepias wrightii	wrightii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Asclepias	Asclepias wrightii
Aspidosperma quirandy angustifolium	quirandy	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Aspidosperma	Aspidosperma quirandy
Gomphocarpus ochroleucus	ochroleucus	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Gomphocarpus	Gomphocarpus ochroleucus
Odontadenia hypoglauca	hypoglauca	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Odontadenia	Odontadenia hypoglauca
Tabernaemontana peduncularis	peduncularis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Tabernaemontana	Tabernaemontana peduncularis
Parabarium chunianum	chunianum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Parabarium	Parabarium chunianum
Podostemma australe	australe	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Podostemma	Podostemma australe
Polystemma		Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Polystemma	
Hoya rubida	rubida	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Hoya	Hoya rubida
Hoya eitapensis	eitapensis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Hoya	Hoya eitapensis
Gentiana tricolor	tricolor	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentiana	Gentiana tricolor
Anisolobus anomalus	anomalus	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Anisolobus	Anisolobus anomalus
Calolisianthus tepuiensis	tepuiensis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Calolisianthus	Calolisianthus tepuiensis
Ditassa burchellii vestita	burchellii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Ditassa	Ditassa burchellii
Gentiana lancifolia	lancifolia	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentiana	Gentiana lancifolia
Kopsia lancifolia	lancifolia	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Kopsia	Kopsia lancifolia
Strychnos romeu-belenii	romeu-belenii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Loganiaceae	Strychnos	Strychnos romeu-belenii
Tassadia guianensis	guianensis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Tassadia	Tassadia guianensis
Raphionacme linearis	linearis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Raphionacme	Raphionacme linearis
Matelea hastatula	hastatula	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Matelea	Matelea hastatula
Vincetoxicum glabrum	glabrum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Vincetoxicum	Vincetoxicum glabrum
Vincetoxicum macrophyllum	macrophyllum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Vincetoxicum	Vincetoxicum macrophyllum
Landolphia myrtifolia perrieri	myrtifolia	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Landolphia	Landolphia myrtifolia
Cabucala polysperma	polysperma	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Cabucala	Cabucala polysperma
Canscora wallichii	wallichii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Canscora	Canscora wallichii
Echites umbellata	umbellata	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Echites	Echites umbellata
Eucorymbia alba	alba	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Eucorymbia	Eucorymbia alba
Gentianella benedictae	benedictae	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentianella	Gentianella benedictae
Couthovia corynocarpa	corynocarpa	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Loganiaceae	Couthovia	Couthovia corynocarpa
Cynanchum yunnanense	yunnanense	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Cynanchum	Cynanchum yunnanense
Gentiana perpusilla	perpusilla	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentiana	Gentiana perpusilla
Fagraea dolichopoda	dolichopoda	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Loganiaceae	Fagraea	Fagraea dolichopoda
Baissea viridiflora	viridiflora	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Baissea	Baissea viridiflora
Glossostelma ceciliae	ceciliae	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Glossostelma	Glossostelma ceciliae
Chionogentias muelleriana muelleriana	muelleriana	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Chionogentias	Chionogentias muelleriana
Fagraea renae	renae	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Loganiaceae	Fagraea	Fagraea renae
Holalafia multiflora	multiflora	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Holalafia	Holalafia multiflora
Philibertella hartwegii	hartwegii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Philibertella	Philibertella hartwegii
Gentianella anglica	anglica	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentianella	Gentianella anglica
Aspidoglossum glanduliferum	glanduliferum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Aspidoglossum	Aspidoglossum glanduliferum
Brachystelma decipiens	decipiens	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Brachystelma	Brachystelma decipiens
Hoya bilobata	bilobata	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Hoya	Hoya bilobata
Hoya oligantha	oligantha	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Hoya	Hoya oligantha
Gentianopsis macrantha	macrantha	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentianopsis	Gentianopsis macrantha
Cynanchum pachyphyllum	pachyphyllum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Cynanchum	Cynanchum pachyphyllum
Schistogyne tucumanensis	tucumanensis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Schistogyne	Schistogyne tucumanensis
Brachystelma remotum	remotum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Brachystelma	Brachystelma remotum
Cynanchum taiwanianum	taiwanianum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Cynanchum	Cynanchum taiwanianum
Cabucala madagascariensis	madagascariensis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Cabucala	Cabucala madagascariensis
Gentianella pygmaea	pygmaea	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentianella	Gentianella pygmaea
Lomatogonium bellum	bellum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Lomatogonium	Lomatogonium bellum
Mascarenhasia arborescens arborescens	arborescens	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Mascarenhasia	Mascarenhasia arborescens
Cerbera oppositifolia	oppositifolia	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Cerbera	Cerbera oppositifolia
Pseudibatia surgens	surgens	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Pseudibatia	Pseudibatia surgens
Strychnos luzonensis	luzonensis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Loganiaceae	Strychnos	Strychnos luzonensis
Tabernaemontana garciniifolia	garciniifolia	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Tabernaemontana	Tabernaemontana garciniifolia
Trachelospermum brevistylum	brevistylum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Trachelospermum	Trachelospermum brevistylum
Urechites dolichanthus	dolichanthus	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Urechites	Urechites dolichanthus
Asclepias buchenaviana	buchenaviana	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Asclepias	Asclepias buchenaviana
Hoya bonii	bonii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Hoya	Hoya bonii
Sarcostemma antsiranense	antsiranense	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Sarcostemma	Sarcostemma antsiranense
Ditassa ramosa	ramosa	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Ditassa	Ditassa ramosa
Dischidia timorensis	timorensis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Dischidia	Dischidia timorensis
Swertia rosulata	rosulata	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Swertia	Swertia rosulata
Ceropegia bosseri razafindratsirana	bosseri	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Ceropegia	Ceropegia bosseri
Echidnopsis columnaris	columnaris	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Echidnopsis	Echidnopsis columnaris
Bousigonia angustifolia	angustifolia	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Bousigonia	Bousigonia angustifolia
